pair_id,domain,defense_name,attack_tier,initial_score,final_score,score_drop,threshold,fidelity_score,fidelity_threshold,is_evasive,passes_fidelity,is_fper,queries_consumed,source_text,initial_suspect_text,final_paraphrase_text,num_trajectory_steps
SCI_002,scidocs,D1_SBERT,Corpus_Adversarial,0.7858,0.7732,0.0127,0.75,0.7521,0.75,False,True,False,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","According to scientific report #002, Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D2_SimCSE,Tier1_Static,0.9562,0.9532,0.003,0.75,0.7392,0.75,False,False,False,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic quasi-particle modes in 2D electron systems to execute noise-immune quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D2_SimCSE,Tier2_Saliency,0.9562,0.9532,0.003,0.75,0.7392,0.75,False,False,False,50,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic quasi-particle modes in 2D electron systems to execute noise-immune quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",9
SCI_002,scidocs,D2_SimCSE,Corpus_Adversarial,0.9562,0.9487,0.0075,0.75,0.7521,0.75,False,True,False,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","According to scientific report #002, Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D3_BMX_Hybrid,Tier1_Static,0.5191,0.5191,0.0,0.75,0.7457,0.75,True,False,False,1,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",0
SCI_002,scidocs,D3_BMX_Hybrid,Tier2_Saliency,0.5191,0.5191,0.0,0.75,0.7457,0.75,True,False,False,1,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",0
SCI_002,scidocs,D3_BMX_Hybrid,Corpus_Adversarial,0.5191,0.5041,0.015,0.75,0.7521,0.75,True,True,True,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","According to scientific report #002, Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D4_ColBERT_MultiVector,Tier1_Static,0.7401,0.7401,0.0,0.75,0.7457,0.75,True,False,False,1,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",0
SCI_002,scidocs,D4_ColBERT_MultiVector,Tier2_Saliency,0.7401,0.7401,0.0,0.75,0.7457,0.75,True,False,False,1,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",0
SCI_002,scidocs,D4_ColBERT_MultiVector,Corpus_Adversarial,0.7401,0.7279,0.0123,0.75,0.7521,0.75,True,True,True,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","According to scientific report #002, Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D5_Longformer,Tier1_Static,0.7858,0.8138,-0.0279,0.75,0.7411,0.75,False,False,False,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic quasi-particle modes in 2D electron systems to execute fault-tolerant quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_002,scidocs,D5_Longformer,Tier2_Saliency,0.7858,0.7825,0.0033,0.75,0.7352,0.75,False,False,False,50,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic collective states in 2D electron systems to execute robust quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",9
SCI_002,scidocs,D5_Longformer,Corpus_Adversarial,0.7858,0.7732,0.0127,0.75,0.7521,0.75,False,True,False,2,"Topological quantum computation exploits non-Abelian anyons in two-dimensional electron gases to perform fault-tolerant quantum gate operations. By braiding world-lines of quasi-particles in spacetime, quantum information is encoded non-locally, conferring intrinsic immunity against local environmental decoherence. Experimental findings in Paper SciDoc-002.","Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.","According to scientific report #002, Topological quantum computers utilize non-Abelian anyonic excitations in 2D electron systems to execute error-resilient quantum logic gates. Spatiotemporal braiding of quasi-particle trajectories encodes quantum states in a non-local topological topology, providing inherent protection against environmental decoherence. Corroborated by spectroscopic analysis in SciDoc-002.",1
SCI_003,scidocs,D1_SBERT,Tier1_Static,0.8982,0.8982,0.0,0.75,0.7464,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D1_SBERT,Tier2_Saliency,0.8982,0.8982,0.0,0.75,0.7464,0.75,False,False,False,50,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",12
SCI_003,scidocs,D1_SBERT,Corpus_Adversarial,0.8982,0.88,0.0183,0.75,0.7487,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","According to scientific report #003, Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D2_SimCSE,Tier1_Static,0.9441,0.9441,0.0,0.75,0.7464,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D2_SimCSE,Tier2_Saliency,0.9441,0.9441,0.0,0.75,0.7464,0.75,False,False,False,50,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",12
SCI_003,scidocs,D2_SimCSE,Corpus_Adversarial,0.9441,0.9428,0.0013,0.75,0.7487,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","According to scientific report #003, Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D3_BMX_Hybrid,Tier1_Static,0.5807,0.5807,0.0,0.75,0.7464,0.75,True,False,False,1,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",0
SCI_003,scidocs,D3_BMX_Hybrid,Tier2_Saliency,0.5807,0.5807,0.0,0.75,0.7464,0.75,True,False,False,1,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",0
SCI_003,scidocs,D3_BMX_Hybrid,Corpus_Adversarial,0.5807,0.5702,0.0105,0.75,0.7487,0.75,True,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","According to scientific report #003, Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D4_ColBERT_MultiVector,Tier1_Static,0.8245,0.8245,0.0,0.75,0.7464,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D4_ColBERT_MultiVector,Tier2_Saliency,0.8245,0.8245,0.0,0.75,0.7464,0.75,False,False,False,50,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",12
SCI_003,scidocs,D4_ColBERT_MultiVector,Corpus_Adversarial,0.8245,0.817,0.0075,0.75,0.7487,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","According to scientific report #003, Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D5_Longformer,Tier1_Static,0.8982,0.8982,0.0,0.75,0.7464,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_003,scidocs,D5_Longformer,Tier2_Saliency,0.8982,0.8982,0.0,0.75,0.7464,0.75,False,False,False,50,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",12
SCI_003,scidocs,D5_Longformer,Corpus_Adversarial,0.8982,0.88,0.0183,0.75,0.7487,0.75,False,False,False,2,"High-temperature cuprate superconductors exhibit anomalous normal-state resistivity that scales linearly with temperature down to the superconducting transition, challenging conventional Fermi liquid transport theories. Experimental findings in Paper SciDoc-003.","Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.","According to scientific report #003, Cuprate high-Tc superconductors display strange metal transport properties where electrical resistivity varies linearly with temperature until reaching the critical transition, violating standard Landau Fermi-liquid predictions. Corroborated by spectroscopic analysis in SciDoc-003.",1
SCI_004,scidocs,D1_SBERT,Tier1_Static,0.8354,0.8354,0.0,0.75,0.7538,0.75,False,True,False,2,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",1
SCI_004,scidocs,D1_SBERT,Tier2_Saliency,0.8354,0.8354,0.0,0.75,0.7538,0.75,False,True,False,50,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",6
SCI_004,scidocs,D1_SBERT,Corpus_Adversarial,0.8354,0.8312,0.0042,0.75,0.7586,0.75,False,True,False,2,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","According to scientific report #004, Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",1
SCI_004,scidocs,D2_SimCSE,Tier1_Static,0.917,0.917,0.0,0.75,0.7538,0.75,False,True,False,2,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",1
SCI_004,scidocs,D2_SimCSE,Tier2_Saliency,0.917,0.9162,0.0008,0.75,0.7551,0.75,False,True,False,50,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance owing to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",6
SCI_004,scidocs,D2_SimCSE,Corpus_Adversarial,0.917,0.9173,-0.0004,0.75,0.7586,0.75,False,True,False,2,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","According to scientific report #004, Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",1
SCI_004,scidocs,D3_BMX_Hybrid,Tier1_Static,0.5146,0.5146,0.0,0.75,0.7538,0.75,True,True,True,1,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",0
SCI_004,scidocs,D3_BMX_Hybrid,Tier2_Saliency,0.5146,0.5146,0.0,0.75,0.7538,0.75,True,True,True,1,"Organometal halide perovskites demonstrate exceptional photovoltaic conversion efficiencies owing to their high absorption coefficients, long carrier diffusion lengths, and low non-radiative recombination rates. Experimental findings in Paper SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.","Halide perovskite semiconductor materials achieve superior solar cell performance due to strong optical absorption, extended carrier lifespans, and minimal non-radiative recombination losses. Corroborated by spectroscopic analysis in SciDoc-004.",0
